Time (min),Temperature (°C),Compressor State,Error (°C),Perturbation (°C)
0,26.0,0,4.0,0.0
1,25.8,1,3.8000000000000007,0.0
2,25.6,1,3.6000000000000014,0.0
3,25.400000000000002,1,3.400000000000002,0.0
4,25.200000000000003,1,3.200000000000003,0.0
5,25.000000000000004,1,3.0000000000000036,0.0
6,24.800000000000004,1,2.8000000000000043,0.0
7,24.600000000000005,1,2.600000000000005,0.0
8,24.400000000000006,1,2.4000000000000057,0.0
9,24.200000000000006,1,2.2000000000000064,0.0
10,24.000000000000007,1,2.000000000000007,0.0
11,23.800000000000008,1,1.8000000000000078,0.0
12,23.60000000000001,1,1.6000000000000085,0.0
13,23.40000000000001,1,1.4000000000000092,0.0
14,23.20000000000001,1,1.20000000000001,0.0
15,23.00000000000001,1,1.0000000000000107,0.0
16,22.80000000000001,1,0.8000000000000114,0.0
17,22.600000000000012,1,0.6000000000000121,0.0
18,22.400000000000013,1,0.4000000000000128,0.0
19,22.200000000000014,1,0.2000000000000135,0.0
20,22.000000000000014,1,1.4210854715202004e-14,0.0
21,24.800000000000015,1,2.800000000000015,3.0
22,24.600000000000016,1,2.6000000000000156,0.0
23,24.400000000000016,1,2.4000000000000163,0.0
24,24.200000000000017,1,2.200000000000017,0.0
25,24.000000000000018,1,2.0000000000000178,0.0
26,23.80000000000002,1,1.8000000000000185,0.0
27,23.60000000000002,1,1.6000000000000192,0.0
28,23.40000000000002,1,1.40000000000002,0.0
29,23.20000000000002,1,1.2000000000000206,0.0
30,23.00000000000002,1,1.0000000000000213,0.0
31,22.800000000000022,1,0.800000000000022,0.0
32,22.600000000000023,1,0.6000000000000227,0.0
33,22.400000000000023,1,0.40000000000002345,0.0
34,22.200000000000024,1,0.20000000000002416,0.0
35,22.000000000000025,1,2.4868995751603507e-14,0.0
36,21.800000000000026,1,-0.19999999999997442,0.0
37,21.600000000000026,1,-0.3999999999999737,0.0
38,21.400000000000027,1,-0.599999999999973,0.0
39,21.400000000000027,0,-0.599999999999973,0.0
40,21.400000000000027,0,-0.599999999999973,0.0
41,21.400000000000027,0,-0.599999999999973,0.0
42,21.400000000000027,0,-0.599999999999973,0.0
43,21.400000000000027,0,-0.599999999999973,0.0
44,21.400000000000027,0,-0.599999999999973,0.0
45,21.400000000000027,0,-0.599999999999973,0.0
46,21.400000000000027,0,-0.599999999999973,0.0
47,21.400000000000027,0,-0.599999999999973,0.0
48,21.400000000000027,0,-0.599999999999973,0.0
49,21.400000000000027,0,-0.599999999999973,0.0
50,21.400000000000027,0,-0.599999999999973,0.0
51,21.400000000000027,0,-0.599999999999973,0.0
52,21.400000000000027,0,-0.599999999999973,0.0
53,21.400000000000027,0,-0.599999999999973,0.0
